,Species,Spacing (m),Yield Class,Management,Period (year),Carbon Standing (tCO2e/ ha/yr),Debris (tCO2e/ha/yr),Total (tCO2/ha/yr),Cumulative       in-period (tCO2e/ha/ 5yr period),Cum. Biomass Sequestrn (tCO2e/ha),Cum. Emis. Ongoing Mgmt (tCO2e/ha),Cumulative Total Sequestrn (tCO2e/ha),Removed from Forest (tCO2e/ha/yr)
BE1.204NO_thin115,BE ,1.2,4,NO_thin,115-120,3.97,-0.25,3.72,18.6,836.1,0.00,836.1,0.00
BE1.204NO_thin120,BE ,1.2,4,NO_thin,120-125,3.76,-0.18,3.58,17.9,854.0,0.00,854.0,0.00
BE1.204NO_thin125,BE ,1.2,4,NO_thin,125-130,3.50,-0.07,3.43,17.1,871.1,0.00,871.1,0.00
BE1.204NO_thin130,BE ,1.2,4,NO_thin,130-135,3.28,-0.09,3.19,16.0,887.0,0.00,887.0,0.00
BE1.204NO_thin135,BE ,1.2,4,NO_thin,135-140,2.99,-0.15,2.84,14.2,901.2,0.00,901.2,0.00
BE1.204NO_thin140,BE ,1.2,4,NO_thin,140-145,2.76,-0.04,2.72,13.6,914.8,0.00,914.8,0.00
BE1.204NO_thin145,BE ,1.2,4,NO_thin,145-150,2.58,-0.16,2.41,12.1,926.9,0.00,926.9,0.00
BE1.204NO_thin150,BE ,1.2,4,NO_thin,150-155,2.31,-0.27,2.04,10.2,937.1,0.00,937.1,0.00
BE1.204NO_thin155,BE ,1.2,4,NO_thin,155-160,2.22,0.05,2.27,11.4,948.5,0.00,948.5,0.00
BE1.204NO_thin160,BE ,1.2,4,NO_thin,160-165,2.15,-0.12,2.03,10.2,958.6,0.00,958.6,0.00
BE1.204NO_thin165,BE ,1.2,4,NO_thin,165-170,2.00,-0.15,1.85,9.3,967.9,0.00,967.9,0.00
BE1.204NO_thin170,BE ,1.2,4,NO_thin,170-175,1.95,-0.14,1.81,9.0,976.9,0.00,976.9,0.00
BE1.204NO_thin175,BE ,1.2,4,NO_thin,175-180,1.85,-0.13,1.72,8.6,985.5,0.00,985.5,0.00
BE1.204NO_thin180,BE ,1.2,4,NO_thin,180-185,1.72,-0.13,1.59,8.0,993.5,0.00,993.5,0.00
BE1.204NO_thin185,BE ,1.2,4,NO_thin,185-190,1.60,-0.11,1.49,7.4,1000.9,0.00,1000.9,0.00
BE1.204NO_thin190,BE ,1.2,4,NO_thin,190-195,1.51,-0.11,1.40,7.0,1007.9,0.00,1007.9,0.00
BE1.204NO_thin195,BE ,1.2,4,NO_thin,195-200,1.41,-0.11,1.30,6.5,1014.4,0.00,1014.4,0.00
BE1.204Thinned000,BE ,1.2,4,Thinned,  0-5,0.06,0.29,0.36,1.8,1.8,0.00,1.8,0.00
BE1.204Thinned005,BE ,1.2,4,Thinned,  5-10,0.19,0.36,0.55,2.8,4.5,0.00,4.5,0.00
BE1.204Thinned010,BE ,1.2,4,Thinned, 10-15,0.58,0.36,0.95,4.7,9.3,0.00,9.3,0.00
BE1.204Thinned015,BE ,1.2,4,Thinned, 15-20,1.78,0.36,2.14,10.7,20.0,0.00,20.0,0.00
BE1.204Thinned020,BE ,1.2,4,Thinned, 20-25,5.42,0.36,5.78,28.9,48.9,0.00,48.9,0.00
BE1.204Thinned025,BE ,1.2,4,Thinned, 25-30,16.55,0.36,16.91,84.5,133.4,0.00,133.4,0.00
BE1.204Thinned030,BE ,1.2,4,Thinned, 30-35,11.82,10.96,22.79,113.9,247.4,-0.18,247.2,10.54
BE1.204Thinned035,BE ,1.2,4,Thinned, 35-40,-0.65,1.75,1.11,5.5,252.9,-0.33,252.6,8.66
BE1.204Thinned040,BE ,1.2,4,Thinned, 40-45,1.60,0.69,2.29,11.5,264.4,-0.57,263.8,2.24
BE1.204Thinned045,BE ,1.2,4,Thinned, 45-50,3.56,0.07,3.63,18.2,282.5,-0.82,281.7,2.40
BE1.204Thinned050,BE ,1.2,4,Thinned, 50-55,4.03,-0.41,3.62,18.1,300.6,-1.08,299.5,2.45
BE1.204Thinned055,BE ,1.2,4,Thinned, 55-60,5.03,-1.28,3.75,18.7,319.4,-1.38,318.0,2.78
BE1.204Thinned060,BE ,1.2,4,Thinned, 60-65,4.99,-1.32,3.67,18.4,337.7,-1.66,336.1,2.70
BE1.204Thinned065,BE ,1.2,4,Thinned, 65-70,5.08,-0.80,4.28,21.4,359.1,-1.93,357.2,2.60
BE1.204Thinned070,BE ,1.2,4,Thinned, 70-75,4.80,-0.52,4.28,21.4,380.5,-2.21,378.3,2.64
BE1.204Thinned075,BE ,1.2,4,Thinned, 75-80,5.18,-1.02,4.16,20.8,401.3,-2.53,398.8,2.96
BE1.204Thinned080,BE ,1.2,4,Thinned, 80-85,3.58,-0.20,3.38,16.9,418.2,-2.81,415.4,2.70
BE1.204Thinned085,BE ,1.2,4,Thinned, 85-90,3.58,-0.15,3.43,17.2,435.4,-3.10,432.3,2.74
BE1.204Thinned090,BE ,1.2,4,Thinned, 90-95,3.64,-0.06,3.58,17.9,453.3,-3.39,449.9,2.74
BE1.204Thinned095,BE ,1.2,4,Thinned, 95-100,3.37,0.04,3.41,17.1,470.4,-3.68,466.7,2.73
BE1.204Thinned100,BE ,1.2,4,Thinned,100-105,2.95,0.01,2.96,14.8,485.1,-3.96,481.2,2.72
BE1.204Thinned105,BE ,1.2,4,Thinned,105-110,2.88,-0.21,2.66,13.3,498.4,-4.23,494.2,2.56
BE1.204Thinned110,BE ,1.2,4,Thinned,110-115,2.81,-0.32,2.50,12.5,510.9,-4.49,506.4,2.39
BE1.204Thinned115,BE ,1.2,4,Thinned,115-120,2.52,-0.34,2.18,10.9,521.8,-4.73,517.1,2.26
BE1.204Thinned120,BE ,1.2,4,Thinned,120-125,2.19,-0.34,1.85,9.3,531.1,-4.95,526.2,2.16
BE1.204Thinned125,BE ,1.2,4,Thinned,125-130,2.05,-0.24,1.81,9.1,540.2,-5.18,535.0,2.11
BE1.204Thinned130,BE ,1.2,4,Thinned,130-135,1.97,-0.17,1.80,9.0,549.1,-5.39,543.8,2.05
BE1.204Thinned135,BE ,1.2,4,Thinned,135-140,1.66,-0.14,1.52,7.6,556.8,-5.60,551.2,1.99
BE1.204Thinned140,BE ,1.2,4,Thinned,140-145,0.71,-0.11,0.60,3.0,559.8,-5.81,553.9,1.99
BE1.204Thinned145,BE ,1.2,4,Thinned,145-150,1.15,-0.06,1.09,5.4,565.2,-6.02,559.2,1.97
BE1.204Thinned150,BE ,1.2,4,Thinned,150-155,0.64,-0.07,0.57,2.9,568.0,-6.23,561.8,1.95
BE1.204Thinned155,BE ,1.2,4,Thinned,155-160,0.72,-0.04,0.68,3.4,571.4,-6.43,565.0,1.93
BE1.204Thinned160,BE ,1.2,4,Thinned,160-165,0.49,-0.03,0.46,2.3,573.7,-6.63,567.1,1.91
BE1.204Thinned165,BE ,1.2,4,Thinned,165-170,0.24,-0.02,0.21,1.1,574.8,-6.83,568.0,1.89
BE1.204Thinned170,BE ,1.2,4,Thinned,170-175,0.17,-0.02,0.14,0.7,575.5,-7.03,568.5,1.87
BE1.204Thinned175,BE ,1.2,4,Thinned,175-180,-0.06,-0.03,-0.09,-0.4,575.1,-7.23,567.8,1.85
BE1.204Thinned180,BE ,1.2,4,Thinned,180-185,-0.25,-0.03,-0.27,-1.4,573.7,-7.42,566.3,1.83
BE1.204Thinned185,BE ,1.2,4,Thinned,185-190,-0.32,-0.02,-0.34,-1.7,572.0,-7.61,564.4,1.81
BE1.204Thinned190,BE ,1.2,4,Thinned,190-195,-0.51,-0.02,-0.53,-2.7,569.3,-7.80,561.5,1.79
BE1.204Thinned195,BE ,1.2,4,Thinned,195-200,3.50,-2.76,0.74,3.7,573.0,-7.80,565.2,0.00
BE1.206NO_thin000,BE ,1.2,6,NO_thin,  0-5,0.22,0.35,0.57,2.9,2.9,0.00,2.9,0.00
BE1.206NO_thin005,BE ,1.2,6,NO_thin,  5-10,0.67,0.44,1.10,5.5,8.4,0.00,8.4,0.00
BE1.206NO_thin010,BE ,1.2,6,NO_thin, 10-15,2.03,0.44,2.47,12.4,20.7,0.00,20.7,0.00
BE1.206NO_thin015,BE ,1.2,6,NO_thin, 15-20,6.21,0.44,6.65,33.2,54.0,0.00,54.0,0.00
BE1.206NO_thin020,BE ,1.2,6,NO_thin, 20-25,18.95,0.44,19.38,96.9,150.9,0.00,150.9,0.00
BE1.206NO_thin025,BE ,1.2,6,NO_thin, 25-30,33.36,1.73,35.09,175.5,326.3,0.00,326.3,0.00
BE1.206NO_thin030,BE ,1.2,6,NO_thin, 30-35,15.90,4.05,19.95,99.7,426.1,0.00,426.1,0.00
BE1.206NO_thin035,BE ,1.2,6,NO_thin, 35-40,9.87,5.85,15.72,78.6,504.7,0.00,504.7,0.00
BE1.206NO_thin040,BE ,1.2,6,NO_thin, 40-45,6.79,2.52,9.30,46.5,551.2,0.00,551.2,0.00
BE1.206NO_thin045,BE ,1.2,6,NO_thin, 45-50,7.69,1.52,9.21,46.1,597.3,0.00,597.3,0.00
BE1.206NO_thin050,BE ,1.2,6,NO_thin, 50-55,8.11,0.43,8.54,42.7,640.0,0.00,640.0,0.00
BE1.206NO_thin055,BE ,1.2,6,NO_thin, 55-60,7.78,-0.11,7.67,38.4,678.3,0.00,678.3,0.00
BE1.206NO_thin060,BE ,1.2,6,NO_thin, 60-65,8.27,-0.19,8.08,40.4,718.7,0.00,718.7,0.00
BE1.206NO_thin065,BE ,1.2,6,NO_thin, 65-70,8.61,-0.20,8.40,42.0,760.8,0.00,760.8,0.00
BE1.206NO_thin070,BE ,1.2,6,NO_thin, 70-75,8.25,-0.24,8.01,40.1,800.8,0.00,800.8,0.00
BE1.206NO_thin075,BE ,1.2,6,NO_thin, 75-80,7.97,-0.27,7.70,38.5,839.3,0.00,839.3,0.00
BE1.206NO_thin080,BE ,1.2,6,NO_thin, 80-85,7.61,-0.26,7.35,36.8,876.1,0.00,876.1,0.00
BE1.206NO_thin085,BE ,1.2,6,NO_thin, 85-90,7.22,-0.13,7.09,35.5,911.5,0.00,911.5,0.00
BE1.206NO_thin090,BE ,1.2,6,NO_thin, 90-95,6.85,-0.25,6.60,33.0,944.5,0.00,944.5,0.00
BE1.206NO_thin095,BE ,1.2,6,NO_thin, 95-100,6.42,-0.28,6.14,30.7,975.2,0.00,975.2,0.00
BE1.206NO_thin100,BE ,1.2,6,NO_thin,100-105,6.07,-0.38,5.69,28.5,1003.7,0.00,1003.7,0.00
BE1.206NO_thin105,BE ,1.2,6,NO_thin,105-110,5.66,-0.25,5.41,27.1,1030.7,0.00,1030.7,0.00
BE1.206NO_thin110,BE ,1.2,6,NO_thin,110-115,5.27,-0.34,4.93,24.7,1055.4,0.00,1055.4,0.00
BE1.206NO_thin115,BE ,1.2,6,NO_thin,115-120,4.93,-0.56,4.37,21.9,1077.2,0.00,1077.2,0.00
BE1.206NO_thin120,BE ,1.2,6,NO_thin,120-125,4.56,0.25,4.81,24.0,1101.3,0.00,1101.3,0.00
BE1.206NO_thin125,BE ,1.2,6,NO_thin,125-130,4.29,-0.06,4.23,21.2,1122.4,0.00,1122.4,0.00
BE1.206NO_thin130,BE ,1.2,6,NO_thin,130-135,4.19,-0.30,3.88,19.4,1141.8,0.00,1141.8,0.00
BE1.206NO_thin135,BE ,1.2,6,NO_thin,135-140,3.92,-0.21,3.70,18.5,1160.4,0.00,1160.4,0.00
BE1.206NO_thin140,BE ,1.2,6,NO_thin,140-145,3.49,-0.79,2.70,13.5,1173.9,0.00,1173.9,0.00
BE1.206NO_thin145,BE ,1.2,6,NO_thin,145-150,3.21,-0.01,3.20,16.0,1189.8,0.00,1189.8,0.00
BE1.206NO_thin150,BE ,1.2,6,NO_thin,150-155,3.11,0.01,3.12,15.6,1205.5,0.00,1205.5,0.00
BE1.206NO_thin155,BE ,1.2,6,NO_thin,155-160,2.93,-0.12,2.81,14.0,1219.5,0.00,1219.5,0.00
BE1.206NO_thin160,BE ,1.2,6,NO_thin,160-165,2.76,0.17,2.93,14.6,1234.2,0.00,1234.2,0.00
BE1.206NO_thin165,BE ,1.2,6,NO_thin,165-170,2.51,-0.18,2.33,11.6,1245.8,0.00,1245.8,0.00
BE1.206NO_thin170,BE ,1.2,6,NO_thin,170-175,2.42,-0.21,2.21,11.0,1256.8,0.00,1256.8,0.00
BE1.206NO_thin175,BE ,1.2,6,NO_thin,175-180,2.17,-0.22,1.95,9.7,1266.6,0.00,1266.6,0.00
BE1.206NO_thin180,BE ,1.2,6,NO_thin,180-185,2.06,-0.21,1.85,9.3,1275.8,0.00,1275.8,0.00
BE1.206NO_thin185,BE ,1.2,6,NO_thin,185-190,1.94,-0.19,1.75,8.8,1284.6,0.00,1284.6,0.00
BE1.206NO_thin190,BE ,1.2,6,NO_thin,190-195,1.82,-0.16,1.66,8.3,1292.9,0.00,1292.9,0.00
BE1.206NO_thin195,BE ,1.2,6,NO_thin,195-200,1.67,0.10,1.77,8.9,1301.8,0.00,1301.8,0.00
BE1.206Thinned000,BE ,1.2,6,Thinned,  0-5,0.22,0.35,0.57,2.9,2.9,0.00,2.9,0.00
BE1.206Thinned005,BE ,1.2,6,Thinned,  5-10,0.67,0.44,1.10,5.5,8.4,0.00,8.4,0.00
BE1.206Thinned010,BE ,1.2,6,Thinned, 10-15,2.03,0.44,2.47,12.4,20.7,0.00,20.7,0.00
BE1.206Thinned015,BE ,1.2,6,Thinned, 15-20,6.21,0.44,6.65,33.2,54.0,0.00,54.0,0.00
BE1.206Thinned020,BE ,1.2,6,Thinned, 20-25,18.95,0.44,19.38,96.9,150.9,0.00,150.9,0.00
BE1.206Thinned025,BE ,1.2,6,Thinned, 25-30,19.01,8.53,27.54,137.7,288.6,-0.15,288.4,8.54
BE1.206Thinned030,BE ,1.2,6,Thinned, 30-35,-1.44,5.83,4.39,21.9,310.5,-0.37,310.1,12.71
BE1.206Thinned035,BE ,1.2,6,Thinned, 35-40,0.64,2.72,3.36,16.8,327.3,-0.74,326.6,3.54
BE1.206Thinned040,BE ,1.2,6,Thinned, 40-45,3.80,-0.18,3.63,18.1,345.4,-1.13,344.3,3.63
BE1.206Thinned045,BE ,1.2,6,Thinned, 45-50,5.48,-0.94,4.54,22.7,368.1,-1.54,366.6,3.95
BE1.206Thinned050,BE ,1.2,6,Thinned, 50-55,6.48,-1.19,5.28,26.4,394.5,-1.96,392.6,3.97
BE1.206Thinned055,BE ,1.2,6,Thinned, 55-60,6.55,-1.30,5.25,26.3,420.8,-2.37,418.4,3.88
BE1.206Thinned060,BE ,1.2,6,Thinned, 60-65,6.67,-1.32,5.35,26.8,447.5,-2.80,444.7,4.06
BE1.206Thinned065,BE ,1.2,6,Thinned, 65-70,6.09,-0.40,5.69,28.4,476.0,-3.20,472.8,3.84
BE1.206Thinned070,BE ,1.2,6,Thinned, 70-75,5.27,0.28,5.56,27.8,503.8,-3.59,500.2,3.60
BE1.206Thinned075,BE ,1.2,6,Thinned, 75-80,5.19,-0.70,4.49,22.5,526.3,-4.02,522.2,4.12
BE1.206Thinned080,BE ,1.2,6,Thinned, 80-85,5.07,-0.57,4.50,22.5,548.7,-4.46,544.3,4.10
BE1.206Thinned085,BE ,1.2,6,Thinned, 85-90,4.66,-0.42,4.24,21.2,569.9,-4.89,565.0,4.08
BE1.206Thinned090,BE ,1.2,6,Thinned, 90-95,4.01,-0.57,3.44,17.2,587.1,-5.30,581.8,3.89
BE1.206Thinned095,BE ,1.2,6,Thinned, 95-100,3.35,-0.54,2.81,14.0,601.2,-5.69,595.5,3.76
BE1.206Thinned100,BE ,1.2,6,Thinned,100-105,3.48,-0.47,3.01,15.1,616.2,-6.08,610.1,3.61
BE1.206Thinned105,BE ,1.2,6,Thinned,105-110,3.56,-0.41,3.15,15.7,631.9,-6.44,625.5,3.44
BE1.206Thinned110,BE ,1.2,6,Thinned,110-115,3.05,-0.33,2.71,13.6,645.5,-6.79,638.7,3.33
BE1.206Thinned115,BE ,1.2,6,Thinned,115-120,2.52,-0.27,2.25,11.2,656.7,-7.13,649.6,3.23
BE1.206Thinned120,BE ,1.2,6,Thinned,120-125,2.83,-0.19,2.64,13.2,670.0,-7.46,662.5,3.13
BE1.206Thinned125,BE ,1.2,6,Thinned,125-130,2.29,-0.15,2.14,10.7,680.6,-7.78,672.9,3.04
BE1.206Thinned130,BE ,1.2,6,Thinned,130-135,1.90,-0.13,1.77,8.8,689.5,-8.10,681.4,2.99
BE1.206Thinned135,BE ,1.2,6,Thinned,135-140,1.59,-0.12,1.47,7.3,696.8,-8.41,688.4,2.95
BE1.206Thinned140,BE ,1.2,6,Thinned,140-145,0.80,-0.15,0.64,3.2,700.0,-8.72,691.3,2.92
BE1.206Thinned145,BE ,1.2,6,Thinned,145-150,0.87,-0.10,0.76,3.8,703.8,-9.02,694.8,2.88
BE1.206Thinned150,BE ,1.2,6,Thinned,150-155,0.93,-0.07,0.85,4.3,708.1,-9.32,698.8,2.83
BE1.206Thinned155,BE ,1.2,6,Thinned,155-160,0.34,-0.08,0.26,1.3,709.4,-9.62,699.8,2.80
BE1.206Thinned160,BE ,1.2,6,Thinned,160-165,0.02,-0.10,-0.09,-0.4,709.0,-9.91,699.1,2.77
BE1.206Thinned165,BE ,1.2,6,Thinned,165-170,-0.05,-0.10,-0.15,-0.8,708.2,-10.20,698.0,2.74
BE1.206Thinned170,BE ,1.2,6,Thinned,170-175,-0.09,-0.09,-0.18,-0.9,707.3,-10.49,696.8,2.70
BE1.206Thinned175,BE ,1.2,6,Thinned,175-180,-0.28,-0.07,-0.35,-1.8,705.5,-10.77,694.8,2.66
BE1.206Thinned180,BE ,1.2,6,Thinned,180-185,-0.44,-0.06,-0.50,-2.5,703.1,-11.04,692.0,2.62
BE1.206Thinned185,BE ,1.2,6,Thinned,185-190,-0.59,-0.05,-0.64,-3.2,699.9,-11.32,688.5,2.58
BE1.206Thinned190,BE ,1.2,6,Thinned,190-195,-0.79,-0.04,-0.83,-4.1,695.7,-11.58,684.1,2.54
BE1.206Thinned195,BE ,1.2,6,Thinned,195-200,4.29,-3.10,1.20,6.0,701.7,-11.58,690.1,0.00
BE1.208NO_thin000,BE ,1.2,8,NO_thin,  0-5,0.68,0.45,1.13,5.7,5.7,0.00,5.7,0.00
BE1.208NO_thin005,BE ,1.2,8,NO_thin,  5-10,2.06,0.56,2.62,13.1,18.8,0.00,18.8,0.00
BE1.208NO_thin010,BE ,1.2,8,NO_thin, 10-15,6.29,0.56,6.86,34.3,53.1,0.00,53.1,0.00
BE1.208NO_thin015,BE ,1.2,8,NO_thin, 15-20,19.21,0.56,19.77,98.9,151.9,0.00,151.9,0.00
BE1.208NO_thin020,BE ,1.2,8,NO_thin, 20-25,35.30,1.73,37.03,185.1,337.1,0.00,337.1,0.00
BE1.208NO_thin025,BE ,1.2,8,NO_thin, 25-30,17.75,5.80,23.54,117.7,454.8,0.00,454.8,0.00
BE1.208NO_thin030,BE ,1.2,8,NO_thin, 30-35,11.02,5.68,16.69,83.5,538.3,0.00,538.3,0.00
BE1.208NO_thin035,BE ,1.2,8,NO_thin, 35-40,8.29,3.22,11.51,57.5,595.8,0.00,595.8,0.00
BE1.208NO_thin040,BE ,1.2,8,NO_thin, 40-45,9.89,2.01,11.90,59.5,655.3,0.00,655.3,0.00
BE1.208NO_thin045,BE ,1.2,8,NO_thin, 45-50,11.01,0.58,11.59,57.9,713.2,0.00,713.2,0.00
BE1.208NO_thin050,BE ,1.2,8,NO_thin, 50-55,11.33,0.10,11.43,57.2,770.4,0.00,770.4,0.00
BE1.208NO_thin055,BE ,1.2,8,NO_thin, 55-60,11.34,-0.10,11.24,56.2,826.6,0.00,826.6,0.00
BE1.208NO_thin060,BE ,1.2,8,NO_thin, 60-65,10.83,-0.18,10.65,53.2,879.8,0.00,879.8,0.00
BE1.208NO_thin065,BE ,1.2,8,NO_thin, 65-70,10.32,-0.20,10.12,50.6,930.4,0.00,930.4,0.00
BE1.208NO_thin070,BE ,1.2,8,NO_thin, 70-75,10.04,-0.28,9.76,48.8,979.2,0.00,979.2,0.00
BE1.208NO_thin075,BE ,1.2,8,NO_thin, 75-80,9.46,-0.24,9.22,46.1,1025.3,0.00,1025.3,0.00
BE1.208NO_thin080,BE ,1.2,8,NO_thin, 80-85,8.78,-0.33,8.44,42.2,1067.5,0.00,1067.5,0.00
BE1.208NO_thin085,BE ,1.2,8,NO_thin, 85-90,8.22,-0.35,7.87,39.3,1106.9,0.00,1106.9,0.00
BE1.208NO_thin090,BE ,1.2,8,NO_thin, 90-95,7.78,-0.33,7.45,37.2,1144.1,0.00,1144.1,0.00
BE1.208NO_thin095,BE ,1.2,8,NO_thin, 95-100,7.42,-0.37,7.05,35.2,1179.4,0.00,1179.4,0.00
BE1.208NO_thin100,BE ,1.2,8,NO_thin,100-105,7.04,-0.41,6.63,33.1,1212.5,0.00,1212.5,0.00
BE1.208NO_thin105,BE ,1.2,8,NO_thin,105-110,6.62,-0.47,6.15,30.7,1243.2,0.00,1243.2,0.00
BE1.208NO_thin110,BE ,1.2,8,NO_thin,110-115,6.16,-0.27,5.89,29.5,1272.7,0.00,1272.7,0.00
BE1.208NO_thin115,BE ,1.2,8,NO_thin,115-120,5.72,0.23,5.95,29.8,1302.4,0.00,1302.4,0.00
BE1.208NO_thin120,BE ,1.2,8,NO_thin,120-125,5.30,-0.40,4.91,24.5,1327.0,0.00,1327.0,0.00
BE1.208NO_thin125,BE ,1.2,8,NO_thin,125-130,5.01,-0.53,4.48,22.4,1349.4,0.00,1349.4,0.00
BE1.208NO_thin130,BE ,1.2,8,NO_thin,130-135,4.73,-0.32,4.41,22.0,1371.4,0.00,1371.4,0.00
BE1.208NO_thin135,BE ,1.2,8,NO_thin,135-140,4.61,0.32,4.93,24.7,1396.1,0.00,1396.1,0.00
BE1.208NO_thin140,BE ,1.2,8,NO_thin,140-145,4.25,-0.48,3.77,18.9,1414.9,0.00,1414.9,0.00
BE1.208NO_thin145,BE ,1.2,8,NO_thin,145-150,3.87,-0.52,3.35,16.7,1431.7,0.00,1431.7,0.00
BE1.208NO_thin150,BE ,1.2,8,NO_thin,150-155,3.62,-1.69,1.94,9.7,1441.3,0.00,1441.3,0.00
BE1.208NO_thin155,BE ,1.2,8,NO_thin,155-160,3.59,0.36,3.95,19.7,1461.1,0.00,1461.1,0.00
BE1.208NO_thin160,BE ,1.2,8,NO_thin,160-165,3.21,0.16,3.36,16.8,1477.9,0.00,1477.9,0.00
BE1.208NO_thin165,BE ,1.2,8,NO_thin,165-170,2.91,0.01,2.92,14.6,1492.5,0.00,1492.5,0.00
BE1.208NO_thin170,BE ,1.2,8,NO_thin,170-175,2.81,-0.06,2.74,13.7,1506.2,0.00,1506.2,0.00
BE1.208NO_thin175,BE ,1.2,8,NO_thin,175-180,2.61,-0.26,2.34,11.7,1517.9,0.00,1517.9,0.00
BE1.208NO_thin180,BE ,1.2,8,NO_thin,180-185,2.44,-0.16,2.28,11.4,1529.3,0.00,1529.3,0.00
BE1.208NO_thin185,BE ,1.2,8,NO_thin,185-190,2.27,-0.18,2.09,10.4,1539.8,0.00,1539.8,0.00
BE1.208NO_thin190,BE ,1.2,8,NO_thin,190-195,2.17,-0.21,1.96,9.8,1549.6,0.00,1549.6,0.00
BE1.208NO_thin195,BE ,1.2,8,NO_thin,195-200,1.97,-0.20,1.77,8.8,1558.4,0.00,1558.4,0.00
BE1.208Thinned000,BE ,1.2,8,Thinned,  0-5,0.68,0.45,1.13,5.7,5.7,0.00,5.7,0.00
BE1.208Thinned005,BE ,1.2,8,Thinned,  5-10,2.06,0.56,2.62,13.1,18.8,0.00,18.8,0.00
BE1.208Thinned010,BE ,1.2,8,Thinned, 10-15,6.29,0.56,6.86,34.3,53.1,0.00,53.1,0.00
BE1.208Thinned015,BE ,1.2,8,Thinned, 15-20,19.21,0.56,19.77,98.9,151.9,0.00,151.9,0.00
BE1.208Thinned020,BE ,1.2,8,Thinned, 20-25,26.58,6.14,32.72,163.6,315.5,-0.09,315.4,5.31
BE1.208Thinned025,BE ,1.2,8,Thinned, 25-30,-5.00,11.00,5.99,30.0,345.5,-0.38,345.1,16.91
BE1.208Thinned030,BE ,1.2,8,Thinned, 30-35,0.57,3.84,4.41,22.1,367.5,-0.90,366.6,4.87
BE1.208Thinned035,BE ,1.2,8,Thinned, 35-40,5.43,-1.61,3.81,19.1,386.6,-1.44,385.2,5.16
BE1.208Thinned040,BE ,1.2,8,Thinned, 40-45,7.29,-0.40,6.89,34.5,421.1,-1.97,419.1,4.96
BE1.208Thinned045,BE ,1.2,8,Thinned, 45-50,8.08,-1.81,6.27,31.3,452.4,-2.55,449.8,5.53
BE1.208Thinned050,BE ,1.2,8,Thinned, 50-55,8.15,-1.60,6.55,32.7,485.1,-3.11,482.0,5.29
BE1.208Thinned055,BE ,1.2,8,Thinned, 55-60,8.02,-0.92,7.10,35.5,520.7,-3.66,517.0,5.16
BE1.208Thinned060,BE ,1.2,8,Thinned, 60-65,7.73,-1.31,6.42,32.1,552.8,-4.24,548.5,5.56
BE1.208Thinned065,BE ,1.2,8,Thinned, 65-70,6.26,-0.75,5.51,27.5,580.3,-4.83,575.5,5.52
BE1.208Thinned070,BE ,1.2,8,Thinned, 70-75,6.59,-0.48,6.10,30.5,610.8,-5.40,605.4,5.50
BE1.208Thinned075,BE ,1.2,8,Thinned, 75-80,5.92,-0.26,5.66,28.3,639.1,-5.98,633.1,5.46
BE1.208Thinned080,BE ,1.2,8,Thinned, 80-85,4.50,-0.33,4.17,20.9,659.9,-6.55,653.4,5.38
BE1.208Thinned085,BE ,1.2,8,Thinned, 85-90,4.46,-0.50,3.96,19.8,679.7,-7.09,672.6,5.16
BE1.208Thinned090,BE ,1.2,8,Thinned, 90-95,4.69,-0.53,4.16,20.8,700.5,-7.62,692.9,4.92
BE1.208Thinned095,BE ,1.2,8,Thinned, 95-100,4.35,-0.45,3.90,19.5,720.1,-8.11,711.9,4.73
BE1.208Thinned100,BE ,1.2,8,Thinned,100-105,4.14,-0.36,3.78,18.9,738.9,-8.59,730.3,4.56
BE1.208Thinned105,BE ,1.2,8,Thinned,105-110,3.22,-0.36,2.86,14.3,753.2,-9.06,744.2,4.42
BE1.208Thinned110,BE ,1.2,8,Thinned,110-115,2.84,-0.37,2.47,12.4,765.6,-9.52,756.1,4.30
BE1.208Thinned115,BE ,1.2,8,Thinned,115-120,3.21,-0.27,2.95,14.7,780.3,-9.96,770.4,4.20
BE1.208Thinned120,BE ,1.2,8,Thinned,120-125,2.39,-0.24,2.15,10.7,791.1,-10.39,780.7,4.10
BE1.208Thinned125,BE ,1.2,8,Thinned,125-130,2.03,-0.22,1.81,9.0,800.1,-10.82,789.3,4.00
BE1.208Thinned130,BE ,1.2,8,Thinned,130-135,1.99,-0.18,1.81,9.1,809.2,-11.23,798.0,3.92
BE1.208Thinned135,BE ,1.2,8,Thinned,135-140,2.47,-0.11,2.36,11.8,821.0,-11.63,809.3,3.83
BE1.208Thinned140,BE ,1.2,8,Thinned,140-145,1.64,-0.11,1.53,7.7,828.6,-12.03,816.6,3.76
BE1.208Thinned145,BE ,1.2,8,Thinned,145-150,0.30,-0.13,0.17,0.9,829.5,-12.43,817.1,3.72
BE1.208Thinned150,BE ,1.2,8,Thinned,150-155,-0.77,-0.22,-0.99,-5.0,824.5,-12.81,811.7,3.66
BE1.208Thinned155,BE ,1.2,8,Thinned,155-160,0.46,-0.17,0.29,1.4,826.0,-13.19,812.8,3.60
BE1.208Thinned160,BE ,1.2,8,Thinned,160-165,0.20,-0.13,0.08,0.4,826.4,-13.57,812.8,3.54
BE1.208Thinned165,BE ,1.2,8,Thinned,165-170,-0.07,-0.11,-0.18,-0.9,825.5,-13.93,811.6,3.48
