fid,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,latitude,longitude,VH_1,VV_1,VH_2,VV_2,VH_3,VV_3,VH_4,VV_4,VH_5,VV_5,BAND_11,BAND_12,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,NDVI,EVI,SATVI,DEM_ELEV,DEM_CS,DEM_LSF,DEM_SLOPE,DEM_TWI
"95","46902580.00","8",34,53,13,7.58,7.14,33.4,87,3.6,0,100.9,36.9,,"20765",46.23,14.78,0.0246702115982771,0.0887720510363579,0.0237871315330267,0.11445414274931,0.0285684689879417,0.125726625323296,0.0229591652750969,0.108368635177612,0.0264992490410805,0.104731492698193,0.165732488036156,0.0725561901926994,0.0105705726891756,0.0321303382515907,0.0200121104717255,0.0666029304265976,0.271929621696472,0.357589155435562,0.36270546913147,0.383540213108063,-0.895421028137207,0.610426843166351,0.209509029984474,832.149719238281,1.57075548171997,36.9850120544434,89.9988174438477,0
"96","46882650.00","12",20,35,45,6.41,6.06,27.3,0,2.5,32.3,100.1,15.2,,"11",46.86,14.81,0.0448199212551117,0.219857707619667,0.0370954722166061,0.165577545762062,0.0391525290906429,0.157527133822441,0.0387352891266346,0.129953131079674,0.0378362163901329,0.136870339512825,0.276866674423218,0.140439584851265,0.0377875007688999,0.0846699252724648,0.0554727874696255,0.139493748545647,0.381679147481918,0.43206250667572,0.433480709791183,0.470004171133041,-0.773095846176147,0.637273371219635,0.262118756771088,551.930969238281,1.57073938846588,37.0323295593262,89.9972534179688,0
"97","46862636.00","13",19,38,43,6.26,6.1,42.4,0,3.9,75.6,757,29.3,,"18",46.73,14.77,0.0253452137112617,0.122883029282093,0.0242666434496641,0.105563789606094,0.0278085675090551,0.116110265254974,0.0234241914004087,0.102161191403866,0.0264856778085232,0.114839091897011,0.212251976132393,0.115820489823818,0.0593458339571953,0.0821458324790001,0.0708874985575676,0.123698592185974,0.284703642129898,0.325508505105972,0.295591652393341,0.356812328100204,-0.613143086433411,0.440312206745148,0.162431314587593,601.622436523438,1.57075238227844,36.9844703674316,89.9989395141602,0
"98","46862630.00","9",7,55,38,6.67,6.31,15.3,0,1.4,0,47,13.7,,"16",46.68,14.77,0.0178894996643066,0.178951650857925,0.0164087861776352,0.119452945888042,0.0250537991523743,0.108222864568233,0.0237257368862629,0.0923931300640106,0.0178693272173405,0.132427245378494,0.172633215785027,0.0728017464280128,0.0176819004118443,0.0395376309752464,0.0226919278502464,0.0623111501336098,0.317572593688965,0.456460148096085,0.431495815515518,0.469667345285416,-0.900076866149902,0.712185442447662,0.214478626847267,473.751953125,1.57068598270416,37.2535552978516,89.9922027587891,0
"99","46862586.00","2",32,57,11,4.72,3.92,182,1,7.3,11.1,193.7,30.9,,"20759",46.28,14.73,0.0793840289115906,0.300141781568527,0.0795710980892181,0.371400862932205,0.0917819365859032,0.406991839408875,0.0676136612892151,0.314422160387039,0.0710565969347954,0.379899471998215,0.134098142385483,0.0658672302961349,0.0112856766209006,0.0278373695909977,0.0178170576691628,0.066429503262043,0.214274048805237,0.268811166286469,0.222125515341759,0.295781195163727,-0.851489007472992,0.410460621118546,0.168958127498627,764.133850097656,1.57077348232269,36.9860916137695,89.9987945556641,0
"100","46862582.00","22",26,34,40,5.54,4.8,42.9,1,4.1,0,87.9,10,,"20766",46.25,14.73,0.0280584096908569,0.0795509219169617,0.0256295371800661,0.128516480326653,0.0240030940622091,0.102932818233967,0.0195323470979929,0.0949789360165596,0.0223126485943794,0.0830954536795616,0.214950948953629,0.0936590656638145,0.020524999126792,0.0639375001192093,0.0291916653513908,0.121666662395,0.411384344100952,0.487459003925323,0.497249990701675,0.519565045833588,-0.889098167419434,0.770612239837646,0.251784592866898,903.093444824219,1.57073044776917,36.9958343505859,89.9984970092773,0
"101","46862528.00","3",29,43,28,6.26,5.4,23.1,1,2.3,0,68.4,12.5,,"20688",45.76,14.69,0.0575401298701763,0.184248000383377,0.0364022962749004,0.164837256073952,0.0324372947216034,0.176147952675819,0.0250208359211683,0.132853716611862,0.0341048836708069,0.216433688998222,0.234848111867905,0.147684186697006,0.0265260878950357,0.0696478262543678,0.0337913036346436,0.128588423132896,0.322354704141617,0.369271993637085,0.456556528806686,0.386268049478531,-0.862174153327942,0.723735272884369,0.24312236905098,524.37158203125,1.57069075107574,37.081169128418,89.996467590332,0
"102","46842534.00","6",58,39,3,6.86,6.39,69.2,9,4.5,0,336.5,35.1,,"20689",45.82,14.67,0.0279944464564323,0.112344555556774,0.0260222163051367,0.0913217440247536,0.0187725052237511,0.0967501476407051,0.0183312240988016,0.0794474706053734,0.0207290314137936,0.0786082595586777,0.172975197434425,0.0937113612890244,0.02735904045403,0.0570654459297657,0.0517308935523033,0.0876491665840149,0.21855902671814,0.255821019411087,0.275447577238083,0.288690477609634,-0.683775663375854,0.405095934867859,0.151141703128815,677.897827148438,1.57070708274841,37.200798034668,89.9932861328125,0
"103","46822568.00","2",51,45,5,6.18,5.61,55.4,2,5.3,10.5,133.3,33.4,,"20761",46.12,14.67,0.0253878943622112,0.100434765219688,0.0248383861035109,0.101665258407593,0.0239734519273043,0.105469450354576,0.0193450581282377,0.0893302112817764,0.0234143137931824,0.0774535313248634,0.149822130799294,0.0658861994743347,0.0120833329856396,0.0338749997317791,0.0159000009298325,0.0597505643963814,0.24078169465065,0.306556820869446,0.323524981737137,0.329711318016052,-0.906312108039856,0.578982532024384,0.196823716163635,502.370330810547,1.57068359851837,37.0682258605957,89.9962768554688,0
"104","46822520.00","5",18,68,14,6.76,6.15,42.5,65,3.7,0,81.7,18.3,,"20690",45.69,14.63,0.0405546613037586,0.150265783071518,0.0275321416556835,0.152698278427124,0.0211109798401594,0.0961455181241035,0.0209957007318735,0.113300129771233,0.0140744196251035,0.0624137260019779,0.169716164469719,0.0744698494672775,0.0125135015696287,0.0376478247344494,0.0201681926846504,0.0877484828233719,0.283077716827393,0.353894919157028,0.268916696310043,0.3839510679245,-0.860468745231628,0.479811310768127,0.214130625128746,820.735778808594,1.57071840763092,37.1806793212891,89.9936904907227,0
"105","46782568.00","5",38,47,15,6.38,5.97,64.3,9,5.4,16.3,113.7,39.1,,"20763",46.13,14.62,0.0271994974464178,0.113587290048599,0.0295910481363535,0.101215749979019,0.0247877016663551,0.112282179296017,0.0247809663414955,0.0962880104780197,0.0244222357869148,0.102422758936882,0.129466444253922,0.0593569837510586,0.0172889325767756,0.0339746102690697,0.0206236969679594,0.0579039976000786,0.208434462547302,0.258745461702347,0.292902886867523,0.279149323701859,-0.868440508842468,0.528911888599396,0.159598410129547,373.8720703125,1.57072710990906,37.119140625,89.9953384399414,0
"106","46782546.00","35",31,51,18,7.31,7.08,62.5,149,4.5,24.9,103.1,31.7,,"20754",45.93,14.6,0.0298613291233778,0.121216490864754,0.0314751900732517,0.153043538331985,0.0267872046679258,0.0823799893260002,0.0255197864025831,0.1104741320014,0.0237325094640255,0.10208360850811,0.226502165198326,0.119764551520348,0.0432652160525322,0.0821652188897133,0.0471043474972248,0.121699817478657,0.338544905185699,0.407055824995041,0.427617400884628,0.434867471456528,-0.801549673080444,0.686472773551941,0.22183395922184,379.586791992188,1.57068312168121,37.0096282958984,89.9982223510742,0
"107","46742566.00","27",30,49,20,4.02,3.53,132.6,1,9,15.5,92.9,17.7,,"20762",46.11,14.56,0.0313298776745796,0.16443558037281,0.0240626130253077,0.130044221878052,0.0497127994894981,0.182274132966995,0.0314206443727016,0.118396930396557,0.0344485864043236,0.146114215254784,0.168190881609917,0.0721074342727661,0.0198708344250917,0.0425250008702278,0.0201166681945324,0.0682600811123848,0.278660207986832,0.343200474977493,0.332783341407776,0.376764059066772,-0.885992228984833,0.599229872226715,0.213164955377579,292.050994873047,1.57033312320709,39.2908210754395,89.9416351318359,0
"108","46742542.00","2",52,43,5,6.74,6.21,77.5,9,5.9,0,108.7,30.6,,"20755",45.89,14.55,0.0186245124787092,0.0744602009654045,0.0187846124172211,0.053808156400919,0.013654874637723,0.066634364426136,0.0162912104278803,0.0753506869077682,0.01828982681036,0.0702332481741905,0.21762128174305,0.103540427982807,0.0297787189483643,0.069768413901329,0.042374599725008,0.112917020916939,0.318957448005676,0.365093588829041,0.384890168905258,0.396755307912827,-0.801647126674652,0.604810357093811,0.226400032639503,692.857666015625,1.57062232494354,37.0892524719238,89.9956817626953,0
"109","46722576.00","5",34,52,14,5.28,4.65,35.7,5,3.4,20.6,127.7,20.5,,"20767",46.2,14.55,0.0223968122154474,0.181886464357376,0.0139723550528288,0.0893107280135155,0.0309687200933695,0.154604062438011,0.0287115462124348,0.132275238633156,0.027775164693594,0.173874273896217,0.263762891292572,0.17408761382103,0.0357499979436398,0.075845830142498,0.055587500333786,0.135468810796738,0.299448817968369,0.347897350788116,0.376433342695236,0.368199169635773,-0.742662906646729,0.556315720081329,0.228528752923012,335.192687988281,1.56984794139862,39.1479988098145,89.9262237548828,0
"110","46702646.00","28",13,32,54,5.33,5.04,36.7,0,3.9,19.3,88.5,18.9,,"27",46.83,14.57,0.0154900485649705,0.0773233994841576,0.0164456870406866,0.0631154105067253,0.0169843621551991,0.0817559957504272,0.0123614715412259,0.0493460819125175,0.011846068315208,0.0479171574115753,0.222242116928101,0.125546336174011,0.0313269533216953,0.064251035451889,0.0437618494033813,0.105338454246521,0.271981418132782,0.326682865619659,0.389129936695099,0.346268355846405,-0.797816216945648,0.609437704086304,0.219185292720795,789.238952636719,1.57075822353363,36.9928588867188,89.9986038208008,0
"111","46682636.00","18",23,48,29,5.75,5.45,35.7,2,2.6,0,43.2,18.1,,"23",46.74,14.54,0.0166730023920536,0.0616192482411861,0.0189191047102213,0.0724582672119141,0.0127641027793288,0.0502154342830181,0.00862790271639824,0.0412692949175835,0.00865299068391323,0.0431925244629383,0.0853051841259003,0.0361965633928776,0.0105131510645151,0.0252050794661045,0.0148191405460238,0.0461188070476055,0.165081530809402,0.214313015341759,0.196523174643517,0.229913741350174,-0.859761714935303,0.376482754945755,0.110043674707413,590.578247070313,1.57075321674347,37.0353012084961,89.9973831176758,0
"112","46682572.00","3",26,58,16,7.17,6.68,27.1,22,2.6,53.5,232.7,18.5,,"20764",46.17,14.49,0.0214770138263702,0.17532667517662,0.0164823587983847,0.132313281297684,0.0251676999032497,0.134185642004013,0.0246493369340897,0.111954502761364,0.0140721527859569,0.112725384533405,0.216951861977577,0.134207874536514,0.0344290360808372,0.0600324235856533,0.0490917973220348,0.119155630469322,0.273162454366684,0.346466988325119,0.350244790315628,0.352334231138229,-0.754133224487305,0.542978882789612,0.19806869328022,332.502410888672,1.56981444358826,38.484935760498,89.9576034545898,0
"113","46642586.00","23",39,52,9,5.54,5.31,62,2,6.5,18.8,70.9,30.3,,"20768",46.29,14.45,0.0655055791139603,0.286392867565155,0.0650201514363289,0.33963069319725,0.0764452889561653,0.311758399009705,0.057234413921833,0.298461616039276,0.0726891905069351,0.276762872934341,0.193585425615311,0.0864666625857353,0.0146609367802739,0.0339805968105793,0.0168837234377861,0.0733041688799858,0.299195826053619,0.386912494897842,0.362569242715836,0.429912507534027,-0.911010205745697,0.638307511806488,0.248722404241562,568.921508789063,1.57073903083801,37.0136833190918,89.9979858398438,0
"114","46622638.00","24",16,38,46,7.43,7.1,22.9,77,2,60.2,96.9,15.6,,"31",46.76,14.46,0.0193938668817282,0.0584877394139767,0.0112578142434359,0.031101580709219,0.0199413727968931,0.0897378772497177,0.0237402487546206,0.116955034434795,0.020350368693471,0.0989185199141502,0.21172708272934,0.137858331203461,0.0514631494879723,0.0872942730784416,0.118736982345581,0.154077082872391,0.203281253576279,0.233879178762436,0.238133326172829,0.264179170131683,-0.334565073251724,0.190779983997345,0.0708567947149277,524.101928710938,1.57065606117249,37.6045951843262,89.9845199584961,0
"115","46622588.00","23",48,47,5,6.22,5.86,97.6,5,5.6,0,201.5,51.1,,"20771",46.31,14.43,0.0140534481033683,0.0550320446491241,0.0185542069375515,0.0772408545017242,0.0132333226501942,0.0557817444205284,0.00998733937740326,0.0417434759438038,0.0120901493355632,0.0301765892654657,0.123638853430748,0.0527188070118427,0.0103416666388512,0.0232208333909512,0.0138833336532116,0.0479927957057953,0.203448981046677,0.26188388466835,0.284525007009506,0.283992290496826,-0.906950771808624,0.524392664432526,0.166613563895226,560.374633789063,1.57075619697571,37.0280075073242,89.9977874755859,0
"116","46622560.00","15",27,40,33,5.44,4.42,41.4,2,2.8,0,74.5,12.2,,"20745",46.06,14.4,0.0643678531050682,0.307387441396713,0.0799395963549614,0.293863445520401,0.19100196659565,0.288482159376144,0.0627388507127762,0.2635557949543,0.0696958377957344,0.35078701376915,0.1450375020504,0.0656312480568886,0.020160024985671,0.0386127606034279,0.0260210931301117,0.0700958371162415,0.209916666150093,0.254772901535034,0.245195835828781,0.290529191493988,-0.808116018772125,0.438306629657745,0.170447319746017,436.257873535156,1.57073533535004,37.0450210571289,89.9972229003906,0
"117","46602618.00","27",16,36,48,7.6,7.2,28.6,111,2.7,11.3,56.6,18.9,,"24",46.58,14.42,0.061883457005024,0.223467245697975,0.0662482604384422,0.266760528087616,0.0528206452727318,0.184136211872101,0.0367620512843132,0.157737448811531,0.0507840029895306,0.18237541615963,0.126814872026443,0.0605507306754589,0.0149804688990116,0.0343332029879093,0.0211756508797407,0.0651706084609032,0.198905289173126,0.233884856104851,0.213414058089256,0.257151573896408,-0.819466471672058,0.391328364610672,0.153766602277756,745.297180175781,1.5706981420517,37.0320587158203,89.9973831176758,0
"118","46582638.00","29",17,37,46,7.58,7.14,20.7,95,1.8,12.8,151.4,15.4,,"30",46.77,14.41,0.0231661219149828,0.206138506531715,0.0266827084124088,0.160320609807968,0.0180595815181732,0.156565025448799,0.0213618483394384,0.154283434152603,0.0233362335711718,0.141818344593048,0.243977919220924,0.175276577472687,0.0496690087020397,0.0747958347201347,0.096126563847065,0.166211262345314,0.261635303497314,0.286319553852081,0.304235428571701,0.29866960644722,-0.519801735877991,0.344898909330368,0.133018165826797,562.724182128906,1.57062149047852,37.2187538146973,89.9923934936523,0
"119","46582576.00","21",33,41,26,6.84,6.57,56.3,8,4.4,0,148.8,28.2,,"20770",46.21,14.36,0.0447530001401901,0.22741362452507,0.0676678270101547,0.259736329317093,0.0655136555433273,0.432759940624237,0.0439336858689785,0.216430962085724,0.0421903133392334,0.243456780910492,0.231085419654846,0.143406242132187,0.0384675785899162,0.080572135746479,0.0581281259655952,0.142110407352448,0.22614374756813,0.288133323192596,0.369886457920074,0.323518753051758,-0.728382527828217,0.544975519180298,0.196611300110817,379.162139892578,1.56932735443115,39.1220932006836,89.9391555786133,0
"120","46582562.00","11",16,18,66,7.28,6.98,152.2,246,6.8,11.2,57.2,39.2,,"20747",46.08,14.35,0.0152040999382734,0.083865612745285,0.0179990362375975,0.0788958221673965,0.02014603279531,0.086472362279892,0.0201096814125776,0.0926344394683838,0.0218495484441519,0.0699741393327713,0.187533274292946,0.0826573222875595,0.0125962244346738,0.0307016931474209,0.0156923178583384,0.0684024766087532,0.286177814006805,0.371129333972931,0.324748694896698,0.400811553001404,-0.90781182050705,0.583375811576843,0.244305148720741,592.265075683594,1.57076561450958,37.0017852783203,89.9981307983398,0
"121","46562632.00","12",19,40,41,6.52,6.16,21.1,0,1.9,38.2,66,14.1,,"32",46.71,14.38,0.0434717908501625,0.163312166929245,0.0445455089211464,0.163093984127045,0.0260552484542131,0.124833822250366,0.0225751325488091,0.0960302278399467,0.0237701460719109,0.0865029022097588,0.122866556048393,0.0531448200345039,0.0141854165121913,0.0278200507164001,0.0164221357554197,0.0557590648531914,0.208020105957985,0.271244883537292,0.242513284087181,0.294011384248734,-0.873156487941742,0.457802087068558,0.160288780927658,525.286804199219,1.57072877883911,37.0663375854492,89.9961929321289,0
"122","46562548.00","6",40,56,4,5.15,4.33,39.4,2,2.9,0,70.7,16.2,,"20752",45.96,14.32,0.0244713630527258,0.118186824023724,0.0239148363471031,0.0618345476686954,0.0156151317059994,0.0758991688489914,0.0140714077278972,0.0932509899139404,0.0205285102128983,0.0787692368030548,0.242015391588211,0.133734911680222,0.0389038920402527,0.0740707069635391,0.0556405037641525,0.137249708175659,0.292394578456879,0.340634107589722,0.344841182231903,0.375646561384201,-0.722132086753845,0.521305859088898,0.22038109600544,292.841217041016,1.57070362567902,38.5497169494629,89.951904296875,0
"123","46542614.00","8",9,40,51,7.74,7.3,37.9,174,2.3,0,42.9,17.6,,"25",46.55,14.34,0.0279437974095345,0.144642814993858,0.0263653937727213,0.116504415869713,0.0249413773417473,0.637233912944794,0.0178394168615341,0.135515376925468,0.0280054025352001,1.75990831851959,0.24107900261879,0.126480296254158,0.0329516939818859,0.0728233084082603,0.0436635427176952,0.123354732990265,0.321564674377441,0.371065020561218,0.425522655248642,0.406842291355133,-0.813875436782837,0.662781298160553,0.24408283829689,439.707061767578,1.57071161270142,37.0604057312012,89.9968109130859,0
"124","46522640.00","37",10,44,47,4.31,3.55,36.8,1,1.9,33.1,65.9,8.1,,"35",46.79,14.33,0.0326023511588573,0.140594586730003,0.0268392860889435,0.0994037538766861,0.0205531623214483,0.109271720051765,0.0177757441997528,0.0785800814628601,0.0141403581947088,0.0848883762955666,0.250268310308456,0.148393407464027,0.0230403635650873,0.0485406257212162,0.043684896081686,0.137473478913307,0.269328534603119,0.321069359779358,0.323232054710388,0.357811093330383,-0.761881291866302,0.494760185480118,0.245109140872955,714.375305175781,1.57074475288391,37.2399101257324,89.9918441772461,0
"125","46522632.00","28",14,35,51,7.29,7.09,42.1,68,3.5,17.3,90.9,22.6,,"33",46.71,14.33,0.0230331476777792,0.0958560705184937,0.0220450144261122,0.0831694453954697,0.0138559937477112,0.05982631072402,0.0120887085795403,0.0498433858156204,0.00978033151477575,0.0345234386622906,0.128653943538666,0.0557438619434834,0.0135333333164454,0.0310359373688698,0.0170063804835081,0.0566085577011108,0.216781407594681,0.282997250556946,0.274398177862167,0.305463492870331,-0.883279919624329,0.504714965820313,0.167033240199089,544.487670898438,1.57047891616821,37.3546981811523,89.988395690918,0
"126","46522628.00","9",24,45,30,5.62,5.27,169.8,0,12.8,29.7,142.5,67.3,,"29",46.68,14.32,0.0226680804044008,0.0953639522194862,0.0184987355023623,0.0799949914216995,0.0188808795064688,0.0754958987236023,0.0180098097771406,0.0849890261888504,0.0199305824935436,0.0949899554252625,0.308629184961319,0.19828125834465,0.0473338551819324,0.0844950526952744,0.0868343710899353,0.147089585661888,0.232889592647552,0.259045839309692,0.274689584970474,0.288191676139832,-0.519620358943939,0.32598090171814,0.21873913705349,453.178436279297,1.56785523891449,42.0592155456543,89.8605728149414,-24.3982543945313
"127","46522626.00","18",13,38,49,5.9,5.52,38.1,2,3.2,0,47.8,16,,"28",46.66,14.32,0.0345357842743397,0.205672055482864,0.043893851339817,0.162725478410721,0.037697896361351,0.174587249755859,0.0340813435614109,0.126149758696556,0.0434871800243855,0.170431435108185,0.185527086257935,0.0914729163050652,0.0222661457955837,0.0525515638291836,0.0270563811063766,0.082725003361702,0.308483332395554,0.423877060413361,0.448412477970123,0.447250008583069,-0.886190712451935,0.729618608951569,0.215640529990196,496.191040039063,1.57073247432709,37.1758499145508,89.994010925293,0
"128","46502590.00","1",26,59,15,6.75,6.4,45.1,19,3.8,0,122.5,24.7,,"20702",46.34,14.27,0.0163713563233614,0.0789854675531387,0.0181813519448042,0.0873156189918518,0.0166977569460869,0.0731518715620041,0.0174423661082983,0.0850156098604202,0.0169406607747078,0.0870644077658653,0.136479169130325,0.060633335262537,0.0124938804656267,0.028923436999321,0.0161736980080605,0.0496979169547558,0.205335423350334,0.259722918272018,0.256201028823853,0.283191680908203,-0.881239354610443,0.476418972015381,0.178428694605827,572.654602050781,1.57031989097595,37.8699989318848,89.9751892089844,0
"129","46502554.00","23",38,53,9,4.04,3.01,86.9,1,4,0,104.2,19.4,,"20751",46.01,14.25,0.0209823530167341,0.121933959424496,0.0217796359211206,0.106478407979012,0.0165257211774588,0.067583255469799,0.0129426028579473,0.0603478252887726,0.0165529996156693,0.0761369690299034,0.208495289087296,0.0963485762476921,0.0274402741342783,0.0636556074023247,0.0268924497067928,0.101695068180561,0.342831283807755,0.416426658630371,0.492718517780304,0.438086003065109,-0.896490037441254,0.804107129573822,0.245827078819275,495.790954589844,1.57072997093201,37.0285491943359,89.9977416992188,0
"130","46482646.00","15",10,43,47,6.98,6.72,37.7,5,3.8,19.2,271.6,18.3,,"36",46.84,14.29,0.0410411469638348,0.168328553438187,0.0433998517692089,0.178239107131958,0.0258224625140429,0.0850707739591599,0.0168816410005093,0.0888068526983261,0.0209379475563765,0.08512794226408,0.0853979215025902,0.0371354185044765,0.0124734379351139,0.033425260335207,0.0177252609282732,0.0484583340585232,0.161254167556763,0.204339578747749,0.252567201852798,0.226189583539963,-0.868843853473663,0.463979542255402,0.104125134646893,846.662963867188,1.5707174539566,37.0142250061035,89.9981002807617,0
"131","46482614.00","23",12,51,37,7.83,7.38,42.6,95,3.9,13.8,59.5,25,,"20",46.55,14.26,0.0191055629402399,0.0744967237114906,0.0143585372716188,0.0559096410870552,0.00997692160308361,0.0376112796366215,0.0114630917087197,0.0541096292436123,0.0157202053815126,0.0370593592524529,0.196694657206535,0.101437784731388,0.0325584635138512,0.0615649744868279,0.0395828112959862,0.129410594701767,0.306437164545059,0.351106315851212,0.320314079523087,0.375436693429947,-0.780032515525818,0.534269332885742,0.203450337052345,551.985107421875,1.57069361209869,37.0736198425293,89.9962997436523,0
"132","46462592.00","2",25,45,30,5.03,3.95,18.2,1,1.2,0,131.9,10.9,,"20760",46.36,14.22,0.0588440261781216,0.273165464401245,0.0669405236840248,0.278254330158234,0.0359486378729343,0.215812727808952,0.0300587583333254,0.129987955093384,0.0577291660010815,0.154283687472343,0.179547473788261,0.0720052346587181,0.0153958331793547,0.0369708351790905,0.0186833329498768,0.0688743814826012,0.30228665471077,0.403122127056122,0.407550007104874,0.43232324719429,-0.912332832813263,0.692337036132813,0.232500150799751,570.454284667969,1.57066106796265,37.0949096679688,89.9959030151367,0
"133","46422624.00","18",16,41,42,5.19,4.54,22.7,0,2.2,22.1,54.6,5.8,,"26",46.65,14.19,0.0307976938784122,0.149814262986183,0.0300805252045393,0.114804156124592,0.0334831699728966,0.158595085144043,0.0281976908445358,0.131325885653496,0.0378449037671089,0.128401532769203,0.22392837703228,0.129983559250832,0.027894139289856,0.0526841133832932,0.0348441414535046,0.129414916038513,0.272296696901321,0.326691448688507,0.416614830493927,0.355391591787338,-0.845637619495392,0.673804819583893,0.235434606671333,556.939453125,1.5707380771637,37.0380020141602,89.9976577758789,0
"134","46422568.00","31",27,42,31,5.97,5.32,56.9,3,4.9,11,168.6,18.5,,"20758",46.14,14.15,0.0590236186981201,0.288375109434128,0.0522681586444378,0.307140529155731,0.0664709359407425,0.25146821141243,0.0445165447890759,0.253369778394699,0.0584977976977825,0.295557111501694,0.144113674759865,0.065130740404129,0.0147000001743436,0.034626305103302,0.0202535148710012,0.0594863742589951,0.227375060319901,0.282094061374664,0.292425811290741,0.303714752197266,-0.870451867580414,0.521924018859863,0.180185660719872,657.200561523438,1.57073307037354,37.1142959594727,89.9950332641602,0
"135","46422528.00","1",31,53,16,5.7,5.01,34.6,1,3.2,0,93.9,26.7,,"20711",45.78,14.12,0.0158594809472561,0.0453316308557987,0.0156648177653551,0.0574159771203995,0.0106531316414475,0.0549551844596863,0.0110192000865936,0.0571029931306839,0.0127158891409636,0.0722049325704575,0.38687139749527,0.243181213736534,0.0621652193367481,0.0971652194857597,0.12502609193325,0.181589722633362,0.238127619028091,0.266969799995422,0.285391300916672,0.309734106063843,-0.390736877918243,0.255471110343933,0.224789097905159,549.999755859375,1.57064020633698,37.2061576843262,89.9926300048828,0
"136","46402580.00","31",27,39,34,5.34,4.21,93.6,3,5.6,10.8,92.8,16.2,,"20757",46.25,14.13,0.0971062704920769,0.545778632164001,0.120806321501732,0.604257047176361,0.0882007256150246,0.449492990970612,0.0730100050568581,0.416084229946136,0.0851072147488594,0.477004796266556,0.11832083016634,0.0530041679739952,0.0112001299858093,0.0286351572722197,0.0179356783628464,0.0554812513291836,0.207904174923897,0.263374984264374,0.270516157150269,0.282949984073639,-0.875641763210297,0.487935185432434,0.150192439556122,1014.20428466797,1.57077217102051,36.978515625,89.9990081787109,0
"137","46402540.00","5",20,70,10,7.13,6.83,95.5,27,6.7,12.9,104.2,43.9,,"20710",45.89,14.11,0.0554561391472816,0.239618316292763,0.0592988692224026,0.306236147880554,0.0575154572725296,0.26538223028183,0.0439471527934074,0.217970684170723,0.0545930378139019,0.29773685336113,0.128287509083748,0.0582452714443207,0.0110798627138138,0.02895812317729,0.0169302057474852,0.0583530999720097,0.201319321990013,0.242317244410515,0.254437983036041,0.259572476148605,-0.875223338603973,0.466462403535843,0.165350958704948,932.713562011719,1.57068717479706,37.4476928710938,89.9872055053711,0
"138","46362610.00","38",0,0,0,6.77,6.45,294.5,242,11.4,40.9,155.2,87.6,,"38",46.52,14.1,0.053300566971302,0.270572483539581,0.0535042807459831,0.278553068637848,0.0511642470955849,0.274682939052582,0.0389039739966393,0.180598974227905,0.0483516827225685,0.160363659262657,0.193239018321037,0.0925446525216103,0.0184154938906431,0.042671874165535,0.0223640613257885,0.0871192514896393,0.269716441631317,0.32744824886322,0.319970041513443,0.360831081867218,-0.869343638420105,0.565344512462616,0.234863772988319,598.079162597656,1.57071340084076,37.1600074768066,89.993293762207,0
"139","46342602.00","25",16,46,38,7.02,6.7,102,136,4.5,16.2,71.1,33.7,,"20746",46.45,14.07,0.0203788038343191,0.0946121513843536,0.023931797593832,0.0859795287251472,0.024991400539875,0.0903271660208702,0.0195149872452021,0.0886876359581947,0.0245027858763933,0.0976530835032463,0.14426226913929,0.0601325444877148,0.0105980476364493,0.0333117172122002,0.0158055983483791,0.0594830513000488,0.266965717077255,0.340078264474869,0.354590356349945,0.361368298530579,-0.914655685424805,0.618248045444489,0.191397786140442,1025.20043945313,1.57075428962708,37.022331237793,89.9977111816406,0
"140","46302632.00","10",15,59,26,5.74,5.41,49.2,1,5.3,23.6,93.3,14.2,,"37",46.73,14.04,0.0192763991653919,0.0563525706529617,0.0148299392312765,0.0517935492098331,0.0222188420593739,0.116820134222507,0.0148830208927393,0.0564016923308372,0.0169345121830702,0.0802057832479477,0.260459244251251,0.141953647136688,0.0404749996960163,0.0756625011563301,0.0650833323597908,0.126382604241371,0.315807551145554,0.377536207437515,0.338483333587646,0.403389185667038,-0.677459299564362,0.479507505893707,0.223809495568275,715.825988769531,1.57075691223145,37.0404319763184,89.9972915649414,0
"141","46282586.00","14",15,32,53,6.95,6.35,35.8,2,3.5,12.1,56.6,27.5,,"20750",46.31,13.98,0.0254876334220171,0.0924362763762474,0.0184887442737818,0.0725757479667664,0.0267520379275084,0.142043352127075,0.0249129347503185,0.122044079005718,0.0225181914865971,0.108536340296268,0.275332659482956,0.157690659165382,0.0420518256723881,0.0850799456238747,0.0716316401958466,0.141169652342796,0.297183275222778,0.340115934610367,0.337914824485779,0.367038071155548,-0.650190412998199,0.458376795053482,0.223614081740379,1013.89819335938,1.57070219516754,37.0385398864746,89.9973831176758,0
"142","46282582.00","2",0,0,0,4.79,3.9,323.6,4,13.1,34.1,206,41.1,,"20749",46.28,13.98,0.0123420357704163,0.0485513061285019,0.0125768454745412,0.0457391999661922,0.00731317745521665,0.0376787446439266,0.00653214799240232,0.026878772303462,0.0092823775485158,0.036050621420145,0.159524276852608,0.0726744309067726,0.0140500003471971,0.0328166671097279,0.0187375005334616,0.062899261713028,0.217408627271652,0.272876799106598,0.262650012969971,0.294421076774597,-0.866820693016052,0.480256170034409,0.20263646543026,654.806213378906,1.5707460641861,37.0169296264648,89.9978713989258,0
